sentence 1,sentence 2,score
"['ziekelijk', 'en', 'gestoord', ',', 'mag', 'ze', 'daar', 'ook', 'nog', 'eens', 'mee', 'dealen', '?']","['Ziekelijk', 'en', 'krankzinnig', ',', 'kan', 'ze', 'het', 'daarmee', 'nog', 'wel', 'aan', '?']",0.0234
"['ziekelijk', 'en', 'gestoord', ',', 'mag', 'ze', 'daar', 'ook', 'nog', 'eens', 'mee', 'dealen', '?']","['Wat', 'vreselijk', '.', 'Moet', 'zij', 'zich', 'daar', 'ook', 'mee', 'bezig', 'houden', '?']",0.0394
"['ziekelijk', 'en', 'gestoord', ',', 'mag', 'ze', 'daar', 'ook', 'nog', 'eens', 'mee', 'dealen', '?']","['Het', 'is', 'verschrikkelijk', 'dat', 'ze', 'daar', 'ook', 'nog', 'mee', 'moet', 'omgaan', '.']",0.2062
"['Ziekelijk', 'en', 'krankzinnig', ',', 'kan', 'ze', 'het', 'daarmee', 'nog', 'wel', 'aan', '?']","['Wat', 'vreselijk', '.', 'Moet', 'zij', 'zich', 'daar', 'ook', 'mee', 'bezig', 'houden', '?']",0.017
"['Ziekelijk', 'en', 'krankzinnig', ',', 'kan', 'ze', 'het', 'daarmee', 'nog', 'wel', 'aan', '?']","['Het', 'is', 'verschrikkelijk', 'dat', 'ze', 'daar', 'ook', 'nog', 'mee', 'moet', 'omgaan', '.']",0.0203
"['Wat', 'vreselijk', '.', 'Moet', 'zij', 'zich', 'daar', 'ook', 'mee', 'bezig', 'houden', '?']","['Het', 'is', 'verschrikkelijk', 'dat', 'ze', 'daar', 'ook', 'nog', 'mee', 'moet', 'omgaan', '.']",0.0428
"['nee', 'je', 'ziet', 'ze', 'het', 'echt', 'eten', 'en', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen']","['Nee', ',', 'je', 'ziet', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen', 'en', 'ook', 'dat', 'ze', 'het', 'echt', 'opeten', '.']",0.555
"['nee', 'je', 'ziet', 'ze', 'het', 'echt', 'eten', 'en', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen']","['Nee', '.', 'Je', 'ziet', 'de', 'operatie', 'waarbij', 'men', 'het', 'vlees', 'uit', 'het', 'lichaam', 'laat', 'verwijderen', ',', 'en', 'ook', 'hoe', 'het', 'geconsumeerd', 'wordt', '.']",0.0848
"['nee', 'je', 'ziet', 'ze', 'het', 'echt', 'eten', 'en', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen']","['Je', 'kan', 'het', 'ze', 'werkelijk', 'zien', 'eten', 'en', 'je', 'ziet', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'verwijderen', '.']",0.5127
"['Nee', ',', 'je', 'ziet', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen', 'en', 'ook', 'dat', 'ze', 'het', 'echt', 'opeten', '.']","['Nee', '.', 'Je', 'ziet', 'de', 'operatie', 'waarbij', 'men', 'het', 'vlees', 'uit', 'het', 'lichaam', 'laat', 'verwijderen', ',', 'en', 'ook', 'hoe', 'het', 'geconsumeerd', 'wordt', '.']",0.1856
"['Nee', ',', 'je', 'ziet', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'halen', 'en', 'ook', 'dat', 'ze', 'het', 'echt', 'opeten', '.']","['Je', 'kan', 'het', 'ze', 'werkelijk', 'zien', 'eten', 'en', 'je', 'ziet', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'verwijderen', '.']",0.4601
"['Nee', '.', 'Je', 'ziet', 'de', 'operatie', 'waarbij', 'men', 'het', 'vlees', 'uit', 'het', 'lichaam', 'laat', 'verwijderen', ',', 'en', 'ook', 'hoe', 'het', 'geconsumeerd', 'wordt', '.']","['Je', 'kan', 'het', 'ze', 'werkelijk', 'zien', 'eten', 'en', 'je', 'ziet', 'ook', 'de', 'operatie', 'waarbij', 'ze', 'het', 'vlees', 'uit', 'hun', 'lichaam', 'laten', 'verwijderen', '.']",0.0852
"['wow', 'zo', 'lijkt', 'ie', 'echt', 'op', 'jeroen', 'spitzenberger']","['Wauw', ',', 'zo', 'lijkt', 'hij', 'echt', 'op', 'Jeroen', 'Spitzenberger', '!']",0.0631
"['wow', 'zo', 'lijkt', 'ie', 'echt', 'op', 'jeroen', 'spitzenberger']","['Op', 'deze', 'manier', 'lijkt', 'deze', 'man', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']",0.0224
"['wow', 'zo', 'lijkt', 'ie', 'echt', 'op', 'jeroen', 'spitzenberger']","['Op', 'deze', 'manier', 'lijkt', 'hij', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']",0.0251
"['Wauw', ',', 'zo', 'lijkt', 'hij', 'echt', 'op', 'Jeroen', 'Spitzenberger', '!']","['Op', 'deze', 'manier', 'lijkt', 'deze', 'man', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']",0.1003
"['Wauw', ',', 'zo', 'lijkt', 'hij', 'echt', 'op', 'Jeroen', 'Spitzenberger', '!']","['Op', 'deze', 'manier', 'lijkt', 'hij', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']",0.1313
"['Op', 'deze', 'manier', 'lijkt', 'deze', 'man', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']","['Op', 'deze', 'manier', 'lijkt', 'hij', 'erg', 'op', 'Jeroen', 'Spitzenberger', '.']",0.5954
"['Doe', 'dan', 'Jan', 'Kooiman', 'aub', '!', '!']","['Doe', 'dan', 'Jan', 'Kooijman', 'alsjeblieft', '!']",0.1838
"['Doe', 'dan', 'Jan', 'Kooiman', 'aub', '!', '!']","['Ik', 'prefereer', 'Jan', 'Kooijman', '.']",0.036
"['Doe', 'dan', 'Jan', 'Kooiman', 'aub', '!', '!']","['Wilt', 'u', 'daarna', 'Jan', 'Kooijman', 'doen', 'alstublieft', '?']",0.0278
"['Doe', 'dan', 'Jan', 'Kooijman', 'alsjeblieft', '!']","['Ik', 'prefereer', 'Jan', 'Kooijman', '.']",0.093
"['Doe', 'dan', 'Jan', 'Kooijman', 'alsjeblieft', '!']","['Wilt', 'u', 'daarna', 'Jan', 'Kooijman', 'doen', 'alstublieft', '?']",0.0587
"['Ik', 'prefereer', 'Jan', 'Kooijman', '.']","['Wilt', 'u', 'daarna', 'Jan', 'Kooijman', 'doen', 'alstublieft', '?']",0.0587
"['Dan', 'zijn', 'lelijke', 'foto', '’', 's', 'posten', 'nog', 'niks']","['In', 'vergelijking', 'zijn', 'lelijke', 'foto', ""'s"", 'plaatsen', 'er', 'niks', 'bij', '.']",0.1003
"['Dan', 'zijn', 'lelijke', 'foto', '’', 's', 'posten', 'nog', 'niks']","['Dan', 'is', 'het', 'plaatsen', 'van', 'onaantrekkelijke', 'foto', ""'s"", 'slechts', 'een', 'peulenschil', '.']",0.0203
"['Dan', 'zijn', 'lelijke', 'foto', '’', 's', 'posten', 'nog', 'niks']","['Vergeleken', 'daarmee', 'valt', 'het', 'posten', 'van', 'lelijke', 'foto', ""'s"", 'reuze', 'mee', '.']",0.0399
"['In', 'vergelijking', 'zijn', 'lelijke', 'foto', ""'s"", 'plaatsen', 'er', 'niks', 'bij', '.']","['Dan', 'is', 'het', 'plaatsen', 'van', 'onaantrekkelijke', 'foto', ""'s"", 'slechts', 'een', 'peulenschil', '.']",0.0428
"['In', 'vergelijking', 'zijn', 'lelijke', 'foto', ""'s"", 'plaatsen', 'er', 'niks', 'bij', '.']","['Vergeleken', 'daarmee', 'valt', 'het', 'posten', 'van', 'lelijke', 'foto', ""'s"", 'reuze', 'mee', '.']",0.0906
"['Dan', 'is', 'het', 'plaatsen', 'van', 'onaantrekkelijke', 'foto', ""'s"", 'slechts', 'een', 'peulenschil', '.']","['Vergeleken', 'daarmee', 'valt', 'het', 'posten', 'van', 'lelijke', 'foto', ""'s"", 'reuze', 'mee', '.']",0.0453
"['of', 'iig', 'niet', 'zoveel', 'als', 'deze', 'eikel', '.']","['In', 'ieder', 'geval', 'niet', 'zoveel', 'als', 'deze', 'minkukel', '.']",0.3156
"['of', 'iig', 'niet', 'zoveel', 'als', 'deze', 'eikel', '.']","['In', 'ieder', 'geval', 'is', 'er', 'niet', 'zo', 'veel', 'van', 'als', 'bij', 'deze', 'vervelende', 'man', '.']",0.0187
"['of', 'iig', 'niet', 'zoveel', 'als', 'deze', 'eikel', '.']","['In', 'ieder', 'geval', 'niet', 'zo', 'veel', 'als', 'deze', 'nare', 'persoon', '.']",0.0474
"['In', 'ieder', 'geval', 'niet', 'zoveel', 'als', 'deze', 'minkukel', '.']","['In', 'ieder', 'geval', 'is', 'er', 'niet', 'zo', 'veel', 'van', 'als', 'bij', 'deze', 'vervelende', 'man', '.']",0.0809
"['In', 'ieder', 'geval', 'niet', 'zoveel', 'als', 'deze', 'minkukel', '.']","['In', 'ieder', 'geval', 'niet', 'zo', 'veel', 'als', 'deze', 'nare', 'persoon', '.']",0.29
"['In', 'ieder', 'geval', 'is', 'er', 'niet', 'zo', 'veel', 'van', 'als', 'bij', 'deze', 'vervelende', 'man', '.']","['In', 'ieder', 'geval', 'niet', 'zo', 'veel', 'als', 'deze', 'nare', 'persoon', '.']",0.1207
"['toen', 'hij', 'haar', 'leeftijd', 'had', 'was', 'zij', 'nog', 'niet', 'eens', 'geboren']","['Toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', ',', 'was', 'ze', 'nog', 'niet', 'geboren', '.']",0.0398
"['toen', 'hij', 'haar', 'leeftijd', 'had', 'was', 'zij', 'nog', 'niet', 'eens', 'geboren']","['Op', 'het', 'moment', 'dat', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', ',', 'had', 'zij', 'het', 'levenslicht', 'nog', 'niet', 'gezien', '.']",0.0254
"['toen', 'hij', 'haar', 'leeftijd', 'had', 'was', 'zij', 'nog', 'niet', 'eens', 'geboren']","['Zij', 'was', 'nog', 'niet', 'eens', 'geboren', 'toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', '.']",0.1956
"['Toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', ',', 'was', 'ze', 'nog', 'niet', 'geboren', '.']","['Op', 'het', 'moment', 'dat', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', ',', 'had', 'zij', 'het', 'levenslicht', 'nog', 'niet', 'gezien', '.']",0.2661
"['Toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', ',', 'was', 'ze', 'nog', 'niet', 'geboren', '.']","['Zij', 'was', 'nog', 'niet', 'eens', 'geboren', 'toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', '.']",0.367
"['Op', 'het', 'moment', 'dat', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', ',', 'had', 'zij', 'het', 'levenslicht', 'nog', 'niet', 'gezien', '.']","['Zij', 'was', 'nog', 'niet', 'eens', 'geboren', 'toen', 'hij', 'zo', 'oud', 'was', 'als', 'zij', 'nu', 'is', '.']",0.3628
"['wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']","['Wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']",0.8409
"['wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']","['Wie', 'profiteert', 'hiervan', '?']",0.0296
"['wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']","['Wie', 'profiteert', 'er', 'nu', 'van', 'deze', 'situatie', '?']",0.0366
"['Wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']","['Wie', 'profiteert', 'hiervan', '?']",0.0351
"['Wie', 'worden', 'er', 'nou', 'echt', 'beter', 'van', '?']","['Wie', 'profiteert', 'er', 'nu', 'van', 'deze', 'situatie', '?']",0.0393
"['Wie', 'profiteert', 'hiervan', '?']","['Wie', 'profiteert', 'er', 'nu', 'van', 'deze', 'situatie', '?']",0.065
"['mede', 'omdat', 'De', 'Croo', 'met', 'een', 'privé', 'issue', 'zat', '(', 'lees', ':', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']","['Het', 'komt', 'gedeeltelijk', 'doordat', 'De', 'Croo', 'een', 'privé', 'probleem', 'had', '.', '(', 'lees', ':', 'hij', 'had', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']",0.3388
"['mede', 'omdat', 'De', 'Croo', 'met', 'een', 'privé', 'issue', 'zat', '(', 'lees', ':', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']","['Dit', 'komt', 'mede', 'doordat', 'dhr', '.', 'De', 'Croo', 'belast', 'is', 'met', 'omstandigheden', 'in', 'de', 'privésfeer', '.', 'Hij', 'was', 'verwikkeld', 'in', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', '.']",0.2004
"['mede', 'omdat', 'De', 'Croo', 'met', 'een', 'privé', 'issue', 'zat', '(', 'lees', ':', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']","['Dat', 'kwam', 'ook', 'omdat', 'De', 'Croo', 'met', 'een', 'persoonlijk', 'probleem', 'zat', '.', 'Dat', 'wil', 'zeggen', ',', 'er', 'was', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'Pornoactrice', '.']",0.277
"['Het', 'komt', 'gedeeltelijk', 'doordat', 'De', 'Croo', 'een', 'privé', 'probleem', 'had', '.', '(', 'lees', ':', 'hij', 'had', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']","['Dit', 'komt', 'mede', 'doordat', 'dhr', '.', 'De', 'Croo', 'belast', 'is', 'met', 'omstandigheden', 'in', 'de', 'privésfeer', '.', 'Hij', 'was', 'verwikkeld', 'in', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', '.']",0.2418
"['Het', 'komt', 'gedeeltelijk', 'doordat', 'De', 'Croo', 'een', 'privé', 'probleem', 'had', '.', '(', 'lees', ':', 'hij', 'had', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', ')']","['Dat', 'kwam', 'ook', 'omdat', 'De', 'Croo', 'met', 'een', 'persoonlijk', 'probleem', 'zat', '.', 'Dat', 'wil', 'zeggen', ',', 'er', 'was', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'Pornoactrice', '.']",0.2168
"['Dit', 'komt', 'mede', 'doordat', 'dhr', '.', 'De', 'Croo', 'belast', 'is', 'met', 'omstandigheden', 'in', 'de', 'privésfeer', '.', 'Hij', 'was', 'verwikkeld', 'in', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'pornoactrice', '.']","['Dat', 'kwam', 'ook', 'omdat', 'De', 'Croo', 'met', 'een', 'persoonlijk', 'probleem', 'zat', '.', 'Dat', 'wil', 'zeggen', ',', 'er', 'was', 'een', 'potentieel', 'schandaal', 'met', 'een', 'Italiaanse', 'Pornoactrice', '.']",0.2051
"['Sorry', 'heb', 'een', 'vriendin', 'die', 'Liam', 'HAAT', 'dus', 'moet', 'dit', 'ff', 'delen']","['Het', 'spijt', 'me', ',', 'maar', 'een', 'vriendin', 'van', 'mij', 'haat', 'Liam', 'dus', 'ik', 'moet', 'dit', 'even', 'delen', '.']",0.0372
"['Sorry', 'heb', 'een', 'vriendin', 'die', 'Liam', 'HAAT', 'dus', 'moet', 'dit', 'ff', 'delen']","['Ik', 'heb', 'een', 'vriendin', 'die', 'niet', 'erg', 'gesteld', 'is', 'op', 'Liam', ',', 'daarom', 'deel', 'ik', 'dit', 'met', 'haar', '.']",0.1403
"['Sorry', 'heb', 'een', 'vriendin', 'die', 'Liam', 'HAAT', 'dus', 'moet', 'dit', 'ff', 'delen']","['Het', 'spijt', 'me', ',', 'ik', 'heb', 'een', 'vriendin', 'die', 'Liam', 'verafschuwt', '.', 'Daarom', 'is', 'het', 'belangrijk', 'dat', 'ik', 'dit', 'met', 'haar', 'deel', '.']",0.1613
"['Het', 'spijt', 'me', ',', 'maar', 'een', 'vriendin', 'van', 'mij', 'haat', 'Liam', 'dus', 'ik', 'moet', 'dit', 'even', 'delen', '.']","['Ik', 'heb', 'een', 'vriendin', 'die', 'niet', 'erg', 'gesteld', 'is', 'op', 'Liam', ',', 'daarom', 'deel', 'ik', 'dit', 'met', 'haar', '.']",0.0295
"['Het', 'spijt', 'me', ',', 'maar', 'een', 'vriendin', 'van', 'mij', 'haat', 'Liam', 'dus', 'ik', 'moet', 'dit', 'even', 'delen', '.']","['Het', 'spijt', 'me', ',', 'ik', 'heb', 'een', 'vriendin', 'die', 'Liam', 'verafschuwt', '.', 'Daarom', 'is', 'het', 'belangrijk', 'dat', 'ik', 'dit', 'met', 'haar', 'deel', '.']",0.1393
"['Ik', 'heb', 'een', 'vriendin', 'die', 'niet', 'erg', 'gesteld', 'is', 'op', 'Liam', ',', 'daarom', 'deel', 'ik', 'dit', 'met', 'haar', '.']","['Het', 'spijt', 'me', ',', 'ik', 'heb', 'een', 'vriendin', 'die', 'Liam', 'verafschuwt', '.', 'Daarom', 'is', 'het', 'belangrijk', 'dat', 'ik', 'dit', 'met', 'haar', 'deel', '.']",0.2328
"['denk', 'ik', 'you', 'go', 'girl', ',', 'zij', 'dopt', 'haar', 'eigen', 'boontjes', 'wel', '.']","['Ik', 'moedig', 'haar', 'aan', ',', 'ze', 'is', 'erg', 'zelfstandig', '.']",0.0206
"['denk', 'ik', 'you', 'go', 'girl', ',', 'zij', 'dopt', 'haar', 'eigen', 'boontjes', 'wel', '.']","['Ik', 'denk', 'dat', 'zij', 'het', 'op', 'haar', 'eigen', 'kracht', 'kan', 'redden', '.']",0.0417
"['denk', 'ik', 'you', 'go', 'girl', ',', 'zij', 'dopt', 'haar', 'eigen', 'boontjes', 'wel', '.']","['Ik', 'denk', 'dan', 'bij', 'mezelf', ',', 'zij', 'is', 'echt', 'goed', 'bezig', '.', 'Zij', 'kan', 'prima', 'voor', 'zichzelf', 'zorgen', '.']",0.0256
"['Ik', 'moedig', 'haar', 'aan', ',', 'ze', 'is', 'erg', 'zelfstandig', '.']","['Ik', 'denk', 'dat', 'zij', 'het', 'op', 'haar', 'eigen', 'kracht', 'kan', 'redden', '.']",0.0224
"['Ik', 'moedig', 'haar', 'aan', ',', 'ze', 'is', 'erg', 'zelfstandig', '.']","['Ik', 'denk', 'dan', 'bij', 'mezelf', ',', 'zij', 'is', 'echt', 'goed', 'bezig', '.', 'Zij', 'kan', 'prima', 'voor', 'zichzelf', 'zorgen', '.']",0.0144
"['Ik', 'denk', 'dat', 'zij', 'het', 'op', 'haar', 'eigen', 'kracht', 'kan', 'redden', '.']","['Ik', 'denk', 'dan', 'bij', 'mezelf', ',', 'zij', 'is', 'echt', 'goed', 'bezig', '.', 'Zij', 'kan', 'prima', 'voor', 'zichzelf', 'zorgen', '.']",0.0271
"['omgg', 'hoe', 'Wendy', 'dit', 'ook', 'een', 'soort', 'van', 'tv', 'presenteert', 'tegen', 'haar', 'zoon', ',', 'echt', 'heel', 'cringe']","['Ik', 'vind', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegen', 'haar', 'zoon', 'tenenkrommend', '.']",0.1691
"['omgg', 'hoe', 'Wendy', 'dit', 'ook', 'een', 'soort', 'van', 'tv', 'presenteert', 'tegen', 'haar', 'zoon', ',', 'echt', 'heel', 'cringe']","['Ik', 'word', 'wat', 'onpasselijk', 'van', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegenover', 'haar', 'zoon', '.']",0.0383
"['omgg', 'hoe', 'Wendy', 'dit', 'ook', 'een', 'soort', 'van', 'tv', 'presenteert', 'tegen', 'haar', 'zoon', ',', 'echt', 'heel', 'cringe']","['Het', 'is', 'tenenkrommend', 'hoe', 'Wendy', 'dit', 'vertelt', 'tegen', 'haar', 'zoon', ',', 'alsof', 'ze', 'aan', 'het', 'presenteren', 'is', '.']",0.1945
"['Ik', 'vind', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegen', 'haar', 'zoon', 'tenenkrommend', '.']","['Ik', 'word', 'wat', 'onpasselijk', 'van', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegenover', 'haar', 'zoon', '.']",0.385
"['Ik', 'vind', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegen', 'haar', 'zoon', 'tenenkrommend', '.']","['Het', 'is', 'tenenkrommend', 'hoe', 'Wendy', 'dit', 'vertelt', 'tegen', 'haar', 'zoon', ',', 'alsof', 'ze', 'aan', 'het', 'presenteren', 'is', '.']",0.0731
"['Ik', 'word', 'wat', 'onpasselijk', 'van', 'de', 'manier', 'waarop', 'Wendy', 'dit', 'presenteert', 'tegenover', 'haar', 'zoon', '.']","['Het', 'is', 'tenenkrommend', 'hoe', 'Wendy', 'dit', 'vertelt', 'tegen', 'haar', 'zoon', ',', 'alsof', 'ze', 'aan', 'het', 'presenteren', 'is', '.']",0.0342
"['ik', 'dacht', 'ik', 'ga', 'ook', 'kijken', 'maar', 'als', 'ik', 'het', 'zo', 'hoor', 'denk', 'ik', 'laat', 'maaaaar', '.']","['Ik', 'dacht', 'eraan', 'om', 'het', 'ook', 'te', 'kijken', ',', 'maar', 'door', 'deze', 'reacties', 'laat', 'ik', 'het', 'maar', 'zitten', '.']",0.0305
"['ik', 'dacht', 'ik', 'ga', 'ook', 'kijken', 'maar', 'als', 'ik', 'het', 'zo', 'hoor', 'denk', 'ik', 'laat', 'maaaaar', '.']","['Ik', 'wilde', 'ook', 'een', 'kijkje', 'nemen', ',', 'maar', 'nu', 'ik', 'dit', 'hoor', ',', 'heb', 'ik', 'mijn', 'keuze', 'heroverwogen', '.']",0.0159
"['ik', 'dacht', 'ik', 'ga', 'ook', 'kijken', 'maar', 'als', 'ik', 'het', 'zo', 'hoor', 'denk', 'ik', 'laat', 'maaaaar', '.']","['Ik', 'was', 'van', 'plan', 'om', 'het', 'ook', 'te', 'gaan', 'kijken', 'maar', 'nu', 'ik', 'dit', 'hoor', 'heb', 'ik', 'daar', 'geen', 'behoefte', 'meer', 'aan', '.']",0.0248
"['Ik', 'dacht', 'eraan', 'om', 'het', 'ook', 'te', 'kijken', ',', 'maar', 'door', 'deze', 'reacties', 'laat', 'ik', 'het', 'maar', 'zitten', '.']","['Ik', 'wilde', 'ook', 'een', 'kijkje', 'nemen', ',', 'maar', 'nu', 'ik', 'dit', 'hoor', ',', 'heb', 'ik', 'mijn', 'keuze', 'heroverwogen', '.']",0.0283
"['Ik', 'dacht', 'eraan', 'om', 'het', 'ook', 'te', 'kijken', ',', 'maar', 'door', 'deze', 'reacties', 'laat', 'ik', 'het', 'maar', 'zitten', '.']","['Ik', 'was', 'van', 'plan', 'om', 'het', 'ook', 'te', 'gaan', 'kijken', 'maar', 'nu', 'ik', 'dit', 'hoor', 'heb', 'ik', 'daar', 'geen', 'behoefte', 'meer', 'aan', '.']",0.1263
"['Ik', 'wilde', 'ook', 'een', 'kijkje', 'nemen', ',', 'maar', 'nu', 'ik', 'dit', 'hoor', ',', 'heb', 'ik', 'mijn', 'keuze', 'heroverwogen', '.']","['Ik', 'was', 'van', 'plan', 'om', 'het', 'ook', 'te', 'gaan', 'kijken', 'maar', 'nu', 'ik', 'dit', 'hoor', 'heb', 'ik', 'daar', 'geen', 'behoefte', 'meer', 'aan', '.']",0.1938
"['En', 'ze', 'heeft', 'nog', 'juice', 'over', '‘', 'm', 'klaarstaan', 'ook', '!']","['Ze', 'heeft', 'zelfs', 'nog', 'roddels', 'over', 'hem', 'klaarstaan', '!']",0.0287
"['En', 'ze', 'heeft', 'nog', 'juice', 'over', '‘', 'm', 'klaarstaan', 'ook', '!']","['Zij', 'kan', 'geruchten', 'over', 'hem', 'delen', '.']",0.0187
"['En', 'ze', 'heeft', 'nog', 'juice', 'over', '‘', 'm', 'klaarstaan', 'ook', '!']","['En', 'ze', 'verklapt', 'ook', 'nog', 'eens', 'zijn', 'geheimen', '.']",0.0483
"['Ze', 'heeft', 'zelfs', 'nog', 'roddels', 'over', 'hem', 'klaarstaan', '!']","['Zij', 'kan', 'geruchten', 'over', 'hem', 'delen', '.']",0.0525
"['Ze', 'heeft', 'zelfs', 'nog', 'roddels', 'over', 'hem', 'klaarstaan', '!']","['En', 'ze', 'verklapt', 'ook', 'nog', 'eens', 'zijn', 'geheimen', '.']",0.024
"['Zij', 'kan', 'geruchten', 'over', 'hem', 'delen', '.']","['En', 'ze', 'verklapt', 'ook', 'nog', 'eens', 'zijn', 'geheimen', '.']",0.024
"['Lol', 'alsof', 'iemand', 'kennen', 'een', 'garantie', 'is', 'dat', 'ie', 'niet', 'vreemdgaat']","['Iemand', 'kennen', 'is', 'geen', 'garantie', 'voor', 'niet', 'vreemdgaan', '.']",0.0272
"['Lol', 'alsof', 'iemand', 'kennen', 'een', 'garantie', 'is', 'dat', 'ie', 'niet', 'vreemdgaat']","['Het', 'is', 'geen', 'gegeven', 'dat', 'iemand', 'geen', 'affaire', 'heeft', 'als', 'je', 'deze', 'persoon', 'kent', '.']",0.0174
"['Lol', 'alsof', 'iemand', 'kennen', 'een', 'garantie', 'is', 'dat', 'ie', 'niet', 'vreemdgaat']","['Je', 'kunt', 'iemand', 'goed', 'kennen', 'maar', 'dat', 'geeft', 'nog', 'geen', 'garantie', 'dat', 'die', 'persoon', 'geen', 'affaire', 'begint', '.']",0.0153
"['Iemand', 'kennen', 'is', 'geen', 'garantie', 'voor', 'niet', 'vreemdgaan', '.']","['Het', 'is', 'geen', 'gegeven', 'dat', 'iemand', 'geen', 'affaire', 'heeft', 'als', 'je', 'deze', 'persoon', 'kent', '.']",0.0309
"['Iemand', 'kennen', 'is', 'geen', 'garantie', 'voor', 'niet', 'vreemdgaan', '.']","['Je', 'kunt', 'iemand', 'goed', 'kennen', 'maar', 'dat', 'geeft', 'nog', 'geen', 'garantie', 'dat', 'die', 'persoon', 'geen', 'affaire', 'begint', '.']",0.0272
"['Het', 'is', 'geen', 'gegeven', 'dat', 'iemand', 'geen', 'affaire', 'heeft', 'als', 'je', 'deze', 'persoon', 'kent', '.']","['Je', 'kunt', 'iemand', 'goed', 'kennen', 'maar', 'dat', 'geeft', 'nog', 'geen', 'garantie', 'dat', 'die', 'persoon', 'geen', 'affaire', 'begint', '.']",0.0312
"['snap', 'ook', 'sowieso', 'niet', 'wie', 'ooit', 'bedacht', 'dat', 'valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', ',', 'hij', 'praat', 'alsof', 'hij', 'continu', 'aan', 'de', 'zannies', 'zit']","['Ik', 'begrijp', 'niet', 'wie', 'bedacht', 'heeft', 'dat', 'Valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', '.', 'Hij', 'praat', 'alsof', 'hij', 'constant', 'aan', 'de', 'Xanax', 'zit', '.']",0.2477
